I
1100 Generated by WorldEditor 1.6.0r1

1   2937 0 0 O46 Weed
1302 city 
1302 country 
1302 datum_lat 41.480805556
1302 datum_lon -122.454527778
1302 faa_code 
1302 iata_code 
1302 icao_code 
1302 region_code K2
1302 state 
1302 transition_alt 18000
1302 transition_level 18000
100 18.29 1 0 0.25 0 2 0 14  41.48713571 -122.45801765    0    0 2 0 0 0 32  41.47441684 -122.45117224    0    0 2 0 0 0
110 1 0.25 0.0000 Taxiway
111  41.48710352 -122.45809573 102
111  41.48697844 -122.45853712
111  41.48689068 -122.45886988
111  41.48655740 -122.45869747
111  41.48663312 -122.45838365
111  41.48381003 -122.45686679 102
111  41.48366389 -122.45678922
111  41.48358122 -122.45708009
111  41.48347260 -122.45703956
111  41.48324068 -122.45691675
112  41.48328519 -122.45671813  41.48329196 -122.45663440
111  41.48324600 -122.45656875
111  41.48068235 -122.45519068 102
111  41.48055490 -122.45512738
112  41.48055490 -122.45512738  41.48044640 -122.45508891 102
111  41.48040357 -122.45524014
111  41.48030875 -122.45519934 102
112  41.48027824 -122.45499596  41.48021380 -122.45493487
111  41.48027824 -122.45499596 102
111  41.48019902 -122.45493730
111  41.47902972 -122.45432289 102
111  41.47861700 -122.45411863
112  41.47861700 -122.45411863  41.47855088 -122.45412768 102
111  41.47850527 -122.45431747
111  41.47843323 -122.45426613 102
112  41.47847574 -122.45400821  41.47842488 -122.45394711
111  41.47847574 -122.45400821
111  41.47743133 -122.45345221
112  41.47743133 -122.45345221  41.47734728 -122.45342603
111  41.47728569 -122.45361031
111  41.47719637 -122.45357182
112  41.47723052 -122.45332997  41.47717448 -122.45325891
111  41.47723052 -122.45332997
111  41.47649880 -122.45295477 102
111  41.47639348 -122.45290266
112  41.47639348 -122.45290266  41.47632227 -122.45288455 102
111  41.47630461 -122.45300099
111  41.47622631 -122.45294401 102
112  41.47623725 -122.45283207  41.47623262 -122.45280889 102
111  41.47619244 -122.45276413
111  41.47547247 -122.45238591
112  41.47547247 -122.45238591  41.47542331 -122.45238139
111  41.47541949 -122.45247979
111  41.47532419 -122.45243625
112  41.47532759 -122.45230780  41.47530047 -122.45224444
111  41.47532759 -122.45230780
112  41.47462941 -122.45195212  41.47455651 -122.45196117
111  41.47462941 -122.45195212
112  41.47462941 -122.45195212  41.47454973 -122.45198153
111  41.47452539 -122.45210897
111  41.47419018 -122.45193854
111  41.47425011 -122.45174323 102
111  41.47439482 -122.45128545
111  41.47455199 -122.45079526
111  41.47473290 -122.45088758
112  41.47469032 -122.45107931  41.47468693 -122.45120149
111  41.47482153 -122.45128695
111  41.47461028 -122.45139409 102
112  41.47441803 -122.45149243  41.47436887 -122.45164855 102
111  41.47448650 -122.45174587 102
111  41.47464736 -122.45183195
111  41.47621290 -122.45267825 102
111  41.47628823 -122.45269639 102
112  41.47635933 -122.45254765  41.47638645 -122.45243451 102
111  41.47631531 -122.45231010
111  41.47662707 -122.45246399 102
112  41.47644207 -122.45259050  41.47640476 -122.45271042 102
111  41.47643019 -122.45278356 102
111  41.47652816 -122.45284064
111  41.47850277 -122.45389814 102
111  41.47878843 -122.45403918 102
112  41.47889438 -122.45391539  41.47893167 -122.45377057 102
111  41.47882276 -122.45364796
111  41.47917058 -122.45383682 102
112  41.47898074 -122.45394460  41.47895871 -122.45406226 102
111  41.47898197 -122.45415928 102
111  41.47906771 -122.45422117
111  41.48021679 -122.45482914 102
111  41.48032495 -122.45487139 102
112  41.48045990 -122.45474457  41.48050227 -122.45459522 102
111  41.48038125 -122.45449664
111  41.48072037 -122.45467223 102
112  41.48053395 -122.45477994  41.48050174 -122.45490213 102
111  41.48058373 -122.45502888 102
111  41.48071423 -122.45510900
111  41.48336570 -122.45651520 102
111  41.48354363 -122.45660753
112  41.48354363 -122.45660753  41.48362501 -122.45660074 102
112  41.48367236 -122.45647360  41.48368593 -122.45641702 102
112  41.48362687 -122.45622137  41.48358280 -122.45618516
111  41.48362687 -122.45622137
111  41.48390823 -122.45638149
112  41.48390823 -122.45638149  41.48380650 -122.45639054 102
