I
1100 Generated by WorldEditor 1.6.0r1

1   2029 0 0 Q81 Double Creek Ranch
100 24.00 4 0 0.35 0 0 0 06  40.44522611 -121.88889284    0    0 0 0 0 0 24  40.44621226 -121.87741991    0    0 0 0 0 0
110 4 0.35 0.0000 New Taxiway 3
111  40.44627213 -121.89010371
111  40.44614167 -121.89008628
111  40.44603774 -121.89006013
111  40.44593824 -121.89003979
111  40.44587412 -121.89006013
111  40.44580557 -121.89007466
111  40.44573481 -121.89011534
111  40.44565300 -121.89010371
111  40.44561099 -121.89010081
111  40.44555792 -121.89011824
111  40.44553139 -121.89013277
111  40.44548053 -121.88987999
111  40.44542746 -121.88967370
111  40.44539209 -121.88957782
111  40.44537440 -121.88945289
111  40.44535228 -121.88935991
111  40.44531912 -121.88923207
111  40.44528816 -121.88912457
111  40.44528374 -121.88902288
111  40.44527489 -121.88896477
111  40.44524615 -121.88894152
111  40.44525499 -121.88889794
111  40.44525499 -121.88883693
111  40.44525499 -121.88879625
111  40.44525278 -121.88870037
111  40.44519971 -121.88871199
111  40.44519087 -121.88883112
111  40.44521961 -121.88892990
111  40.44518645 -121.88902578
111  40.44518866 -121.88897058
111  40.44516212 -121.88893862
111  40.44514001 -121.88893281
111  40.44512232 -121.88893571
111  40.44508473 -121.88897058
111  40.44507810 -121.88896477
111  40.44506262 -121.88897930
111  40.44504493 -121.88899092
111  40.44503388 -121.88895605
111  40.44502503 -121.88886308
111  40.44500955 -121.88883983
112  40.44498081 -121.88882240  40.44497639 -121.88882240
111  40.44492111 -121.88883112
111  40.44489236 -121.88887760
111  40.44485477 -121.88890956
111  40.44484593 -121.88888923
111  40.44487688 -121.88879625
111  40.44487688 -121.88873814
112  40.44486583 -121.88865679  40.44486583 -121.88865098
112  40.44487467 -121.88856672  40.44487467 -121.88855800
112  40.44488573 -121.88848827  40.44488794 -121.88848246
111  40.44491447 -121.88833719
111  40.44492553 -121.88823840
111  40.44492332 -121.88813381
111  40.44493438 -121.88804955
111  40.44493659 -121.88797110
111  40.44491890 -121.88791299
111  40.44492332 -121.88783164
112  40.44494322 -121.88773866  40.44494101 -121.88772414
111  40.44493880 -121.88759920
111  40.44494322 -121.88753819
111  40.44495870 -121.88751204
111  40.44498081 -121.88721859
