I
1100 Generated by WorldEditor 1.6.0r1

1    500 0 0 72Q Yosemite Hidden Lake Ranch 0CL0
100 18.00 4 0 0.30 0 0 0 17  37.12323563 -119.91268902    0    0 1 0 0 0 35  37.11326559 -119.91351809    0    0 1 0 0 0
100 24.38 4 0 0.30 0 0 0 10  37.11907379 -119.91298510    0    0 1 0 0 0 28  37.11859434 -119.90873378    0    0 1 0 0 0
110 4 0.35 0.0000 New Taxiway 20
111  37.11709434 -119.91004982
112  37.11716827 -119.91024093  37.11718874 -119.91034647
111  37.11719670 -119.91038212
111  37.11714893 -119.91047340
112  37.11713415 -119.91037927  37.11714325 -119.91027944
113  37.11704317 -119.91010259
110 3 0.35 0.0000 New Taxiway 7
111  37.11988171 -119.91145786
111  37.11967544 -119.91145480
111  37.11967454 -119.91114204
111  37.11969268 -119.91111929
111  37.11969993 -119.91104764
111  37.11975888 -119.91104309
112  37.11982780 -119.91099646  37.11984503 -119.91100670
111  37.11989128 -119.91102831
111  37.11997206 -119.91102605
111  37.12003008 -119.91102246
111  37.12002450 -119.91125897
113  37.11999231 -119.91126049
110 5 0.35 0.0000 New Taxiway 6
112  37.11998082 -119.91288118  37.12001559 -119.91284137
111  37.12002390 -119.91280157
112  37.11996852 -119.91176275  37.11996671 -119.91165926
111  37.11989688 -119.91167973
112  37.11979803 -119.91170475  37.11975360 -119.91172408
111  37.11961213 -119.91171271
112  37.11961394 -119.91164447  37.11961938 -119.91159443
111  37.11965293 -119.91156827
112  37.11981073 -119.91156714  37.11986333 -119.91156031
111  37.11988237 -119.91145454
111  37.11999301 -119.91126006
111  37.12002293 -119.91125893
111  37.12002932 -119.91102297
111  37.11997201 -119.91102613
111  37.11996657 -119.91091968
112  37.12000683 -119.91092514  37.12002751 -119.91092650
111  37.12006233 -119.91095243
112  37.12009389 -119.91105070  37.12010695 -119.91109300
111  37.12010151 -119.91115032
112  37.12010151 -119.91147650  37.12009824 -119.91163482
111  37.12005083 -119.91174837
112  37.12010009 -119.91277838  37.12010450 -119.91289606
113  37.12005412 -119.91288579
110 4 0.35 0.0000 New Taxiway 5
111  37.11323774 -119.91339961
111  37.11334900 -119.91339568
111  37.11339445 -119.91338781
111  37.11352451 -119.91337799
111  37.11366241 -119.91336227
111  37.11385986 -119.91335441
111  37.11434986 -119.91339351
111  37.11434535 -119.91354631
111  37.11423080 -119.91354824
111  37.11415859 -119.91355673
111  37.11385396 -119.91361662
111  37.11371292 -119.91361898
111  37.11356437 -119.91362841
111  37.11331040 -119.91364413
113  37.11318583 -119.91361120
110 4 0.35 0.0000 New Taxiway 2
111  37.12380275 -119.91259775
